#{"t_start": 1748360455.3771858, "env_id": "None"}
r,l,t
145.880803,48,405.149319
145.880608,48,405.17656
147.380217,48,405.205112
146.630608,48,405.895926
147.380217,48,405.922937
147.380217,48,405.9495
147.380217,48,405.977098
146.630412,48,406.003668
147.380217,48,406.031296
147.380217,48,406.059855
147.380217,48,406.086729
147.380217,48,406.114413
146.630412,48,406.144615
145.880608,48,406.172692
146.630803,48,406.20125
146.630412,48,406.228113
147.380217,48,406.25581
147.380217,48,406.282602
146.630412,48,406.309727
146.630412,48,406.337898
147.380217,48,406.364158
147.380217,48,406.392379
147.380217,48,406.419543
146.630412,48,406.452369
146.630412,48,406.480438
146.630412,48,406.506602
147.380217,48,406.534449
146.630412,48,406.561474
147.380217,48,406.588494
147.380217,48,406.616416
147.380217,48,406.643921
146.630608,48,406.673697
146.630412,48,406.701245
145.881388,48,406.728768
145.881193,48,406.755563
147.380217,48,406.782543
146.630608,48,406.809078
145.880998,48,406.837516
147.380217,48,406.865608
146.630412,48,406.892628
146.630412,48,406.921676
145.881193,48,406.949887
147.380217,48,406.977054
147.380217,48,407.005582
147.380217,48,407.031744
147.380217,48,407.713298
146.630412,48,407.739396
147.380217,48,407.767532
146.630803,48,407.795376
145.880803,48,407.82143
146.630412,48,407.850139
146.630412,48,407.877287
146.630608,48,407.904859
147.380217,48,407.932112
147.380217,48,407.960285
146.630412,48,407.988054
146.630412,48,408.01563
147.380217,48,408.042686
147.380217,48,408.069865
147.380217,48,408.096451
147.380217,48,408.12413
146.630608,48,408.151195
146.630412,48,408.178361
147.380217,48,408.205946
145.880803,48,408.234522
146.630412,48,408.261106
146.630412,48,408.289802
146.630608,48,408.317406
145.780216,50,408.345173
146.630412,48,408.373271
146.630412,48,408.400342
146.630803,48,408.42714
146.630412,48,408.454712
146.630412,48,408.483297
146.630412,48,408.509868
147.380217,48,408.537449
145.880608,48,408.564579
146.630608,48,408.592633
145.880608,48,408.620826
146.630608,48,408.648411
146.630803,48,408.674517
146.630608,48,408.702564
146.630412,48,408.729373
146.630412,48,409.248288
146.630803,48,409.275196
146.630412,48,409.303288
145.880803,48,409.330297
146.630412,48,409.357339
147.380217,48,410.03982
147.380217,48,410.06674
146.630412,48,410.095324
147.380217,48,410.122499
145.77761,52,410.150079
147.380217,48,410.177785
145.881193,48,410.205374
146.630412,48,410.232488
147.380217,48,410.260246
147.380217,48,410.286585
147.380217,48,410.313404
146.630412,48,410.339817
146.630412,48,410.367441
146.630412,48,410.394237
146.630608,48,410.420956
147.380217,48,410.447575
146.630608,48,410.474382
146.630412,48,410.501392
147.380217,48,410.5281
146.630608,48,410.554671
147.380217,48,410.582584
147.380217,48,410.609113
146.630608,48,410.636298
146.630412,48,410.66345
146.630803,48,410.69098
145.881388,48,410.71826
146.630412,48,410.744832
146.630412,48,410.773406
147.380217,48,410.801125
146.630412,48,410.82966
145.880998,48,410.858962
147.380217,48,410.886897
145.881193,48,410.915583
147.380217,48,410.942264
147.380217,48,410.970391
147.380217,48,410.997078
146.630608,48,411.024642
146.630412,48,411.053302
147.380217,48,411.080894
147.380217,48,411.108476
146.630412,48,411.135788
146.630412,48,411.164906
147.380217,48,411.846667
146.630412,48,411.873774
145.880803,48,411.900854
147.380217,48,411.929446
146.630412,48,411.957461
146.630803,48,411.984812
147.380217,48,412.01186
146.630412,48,412.046369
146.630608,48,412.074392
147.380217,48,412.101504
147.380217,48,412.129078
145.880608,48,412.155663
146.630412,48,412.182225
146.630608,48,412.209176
147.380217,48,412.236975
147.380217,48,412.265952
147.380217,48,412.292148
146.630412,48,412.320712
146.630412,48,412.349286
146.630608,48,412.3764
146.630412,48,412.403991
147.380217,48,412.432206
147.380217,48,412.459796
147.380217,48,412.487245
147.380217,48,412.514508
147.380217,48,412.542148
146.630412,48,412.569754
147.380217,48,412.596287
147.380217,48,412.623819
147.380217,48,412.652007
147.380217,48,412.67806
147.380217,48,412.705577
147.380217,48,412.733577
146.630608,48,412.760751
146.630412,48,412.788212
146.630412,48,412.816385
146.630412,48,412.844582
147.380217,48,412.871898
146.630412,48,412.900431
145.880998,48,412.926921
147.380217,48,412.954081
146.630412,48,412.981329
146.630412,48,413.008419
147.380217,48,413.679464
147.380217,48,413.706039
146.630412,48,413.733624
145.880608,48,413.760238
146.630608,48,413.787833
145.880608,48,413.814923
145.880608,48,413.841987
147.380217,48,413.869078
147.380217,48,413.896674
147.380217,48,413.924219
147.380217,48,413.95129
147.380217,48,413.977525
146.630608,48,414.005107
147.380217,48,414.032384
147.380217,48,414.059955
146.630803,48,414.088168
147.380217,48,414.115764
147.380217,48,414.14238
147.380217,48,414.169989
147.380022,49,414.198574
147.380217,48,414.225136
147.380217,48,414.252204
146.630412,48,414.279326
147.380217,48,414.30685
147.380217,48,414.335063
146.630217,49,414.362214
147.380217,48,414.390388
146.630608,48,414.41728
147.380217,48,414.443631
147.380217,48,414.471731
146.630412,48,414.499774
146.630803,48,414.526329
147.380217,48,414.553349
147.380217,48,414.582244
147.380217,48,414.609724
147.380217,48,414.638245
147.380217,48,414.666955
146.630608,48,414.694237
146.630608,48,414.720858
146.630608,48,414.747391
146.630412,48,414.774714
147.380217,48,414.80074
146.630412,48,414.827644
146.630412,48,415.509357
147.380217,48,415.536746
147.380217,48,415.563461
147.380217,48,415.592198
147.380217,48,415.620453
147.380217,48,415.648683
145.880803,48,415.675635
145.880998,48,415.703668
147.380217,48,415.732034
147.380217,48,415.759334
147.380217,48,415.785398
146.630608,48,415.813426
147.380217,48,415.840806
147.380217,48,415.868881
147.380217,48,415.897661
146.630412,48,415.925264
146.630412,48,415.954752
146.630608,48,415.981312
147.380217,48,416.007879
145.880217,49,416.035154
146.630412,49,416.062412
146.630608,48,416.090212
147.380217,48,416.117295
147.380217,48,416.144506
146.630608,48,416.172728
147.380217,48,416.200282
147.380217,48,416.227448
145.880608,48,416.254652
147.380022,49,416.282188
146.630803,48,416.310752
145.880803,48,416.338303
147.380217,48,416.365434
147.380217,48,416.392599
146.630803,48,416.420147
145.130803,48,416.447699
147.380217,48,416.474549
145.880608,48,416.501585
147.380217,48,416.529554
147.380217,48,416.556654
147.380217,48,416.583833
147.380217,48,416.610872
147.380217,48,416.63944
146.630608,48,417.979217
147.380022,49,418.053923
146.630608,49,418.138871
147.380217,48,418.215771
147.380217,48,418.318855
147.380217,48,418.39102
147.380217,48,418.473366
147.380217,48,418.589289
146.630608,48,418.67341
146.630412,48,418.769986
146.630608,48,418.839627
146.630608,48,418.914872
146.630412,48,418.991084
146.630608,48,419.068886
146.630412,48,419.153958
147.380217,48,419.232144
146.630412,48,419.31057
147.380217,48,419.390186
146.630608,48,419.492775
146.630412,48,419.567603
147.380217,48,419.653455
145.880608,48,419.74505
146.630412,48,419.814913
147.380217,48,419.890184
146.630412,48,419.971123
147.380217,48,420.050259
147.380217,48,420.130915
146.630412,48,420.199986
146.630608,48,420.296784
147.380217,48,420.363645
147.380217,48,420.431277
147.380217,48,420.502409
147.380217,48,420.583326
147.380217,48,420.655456
147.380217,48,420.731956
147.380217,48,420.805586
146.630412,48,420.886828
146.630608,48,420.967389
146.630412,48,421.042219
147.380217,48,421.130368
147.380217,48,421.226057
147.380217,48,421.329083
147.380217,48,421.397041
145.784787,52,423.384241
146.630803,48,423.473453
147.380022,49,423.568033
147.380217,48,423.636057
146.630412,48,423.740569
147.380217,48,423.825388
147.380217,48,423.916038
145.880998,48,423.992677
147.380217,48,424.066628
147.380217,48,424.141289
145.130803,48,424.218938
146.630412,48,424.295614
146.630608,48,424.36805
147.380217,48,424.466568
147.380217,48,424.546618
146.630608,48,424.621763
147.380217,48,424.696245
146.630412,48,424.762163
147.380217,48,424.835963
147.380217,48,424.92802
147.380217,48,425.013679
146.532195,48,425.096899
146.630412,48,425.168522
147.380217,48,425.267657
146.630608,48,425.359823
147.380217,48,425.441271
147.380217,48,425.517515
147.380217,48,425.599637
147.380217,48,425.686903
147.380217,48,425.780097
147.380217,48,425.870414
146.630412,48,425.961452
146.630412,48,426.030634
147.380217,48,426.106287
147.380217,48,426.177151
147.380217,48,426.268723
147.380217,48,426.349962
146.630608,48,426.429101
147.380217,48,426.507717
147.380217,48,426.578363
147.380217,48,426.654058
146.630803,48,426.736176
147.380217,48,426.810349
146.630412,48,428.802079
147.380217,48,428.877724
145.880608,48,428.946327
147.380217,48,429.014551
147.380217,48,429.091702
146.630022,50,429.165808
147.380217,48,429.238949
146.630412,48,429.312731
147.380217,48,429.385453
147.380217,48,429.462455
147.380217,48,429.541952
146.630803,48,429.650152
146.630803,48,429.748502
146.630608,48,429.817646
147.380217,48,429.887798
145.881193,48,429.979003
146.630412,48,430.056126
147.380217,48,430.127285
146.630803,48,430.208944
146.630412,48,430.283803
147.380217,48,430.362612
146.630803,48,430.461802
147.380217,48,430.533538
146.630412,48,430.60718
146.630803,48,430.682299
146.630412,48,430.790605
147.380217,48,430.859928
146.630412,48,430.94255
146.630803,48,431.029334
146.630412,48,431.105314
146.630803,48,431.182038
147.380217,48,431.269834
146.630608,48,431.352489
146.630608,48,431.427857
147.380217,48,431.513515
147.380217,48,431.584827
145.880998,48,431.666958
147.380217,48,431.741448
146.630412,49,431.82362
147.380217,48,431.903692
146.630608,48,431.979809
147.380217,48,432.061844
147.380217,48,434.077291
147.380217,48,434.160206
146.630608,48,434.236172
146.630412,48,434.316404
146.630608,48,434.390578
146.630412,48,434.462724
146.630608,48,434.538383
146.630412,48,434.623698
147.380217,48,434.701555
146.630608,48,436.046234
147.380217,48,436.113576
147.380217,48,436.186698
146.630608,48,436.253338
147.380217,48,436.320037
147.380217,48,436.390631
146.630412,48,436.460225
145.880803,48,436.531866
147.380217,48,436.602539
147.380022,49,436.677384
147.380217,48,436.754037
147.380217,48,436.821664
147.380217,48,436.895361
145.881193,48,436.968
147.380217,48,437.037036
146.630803,48,437.106853
146.630412,48,437.175287
147.380217,48,437.242415
147.380217,48,437.310901
147.380217,48,437.380513
146.630608,49,437.453795
146.630412,48,437.528499
147.380217,48,437.597289
146.630608,48,437.669932
146.630608,48,437.75217
146.630608,48,437.829917
146.630412,48,437.905559
147.380217,48,437.982857
147.380022,49,438.057262
147.380217,48,438.123924
147.380217,48,438.194038
146.630608,48,438.290462
147.380217,48,438.367998
147.380217,48,438.446665
147.380217,48,440.575823
147.380217,48,440.651597
145.880608,48,440.740579
147.380217,48,440.819384
147.380217,48,440.895097
147.380217,48,440.976749
147.380217,48,441.045999
147.380217,48,441.121872
147.380217,48,441.197057
146.630412,48,441.287084
146.630608,48,441.377192
147.380217,48,441.457381
147.380217,48,441.532491
147.380217,48,441.620655
147.380217,48,441.708315
146.630412,48,441.779705
146.630608,48,441.863863
147.380217,48,441.953993
147.380217,48,442.024152
147.380217,48,442.102682
146.630412,48,442.181813
146.630412,48,442.257803
147.380217,48,442.333447
146.630803,48,442.409608
147.380217,48,442.484591
147.380217,48,442.562735
145.880803,48,442.644677
147.380217,48,442.718606
147.380217,48,442.81727
146.630412,48,442.889415
147.380217,48,442.965548
147.380217,48,443.051965
147.380217,48,443.128023
146.630803,48,443.208836
147.380217,48,443.301534
147.380217,48,443.386668
147.380217,48,443.461503
146.630608,48,443.573508
147.380217,48,443.639926
146.630412,48,443.713333
147.380217,48,443.822006
147.380217,48,443.905579
147.380217,48,446.104201
146.630412,48,446.181117
147.380217,48,446.254405
146.630803,48,446.327331
145.880998,48,446.402365
147.380217,48,446.477653
147.380217,48,446.561175
147.380217,48,446.667841
147.380217,48,446.76091
147.380217,48,446.869022
147.380217,48,446.960637
147.380217,48,447.055609
146.630412,48,447.133502
147.380217,48,447.22757
146.630608,48,447.310649
147.380217,48,447.384243
146.630412,48,447.471968
147.380217,48,447.566005
146.630412,48,447.655201
147.380217,48,447.745627
147.380217,48,447.826636
146.630803,48,447.902509
147.380412,48,447.974612
-65.103646,39,448.054449
147.379827,50,448.165598
146.630608,48,448.251177
147.380217,48,448.331883
146.630412,48,448.421591
147.380217,48,448.49647
146.630608,48,448.578707
147.380217,48,448.66052
147.380217,48,448.73177
147.380217,48,448.79748
147.380217,48,448.863261
147.380217,48,448.931591
147.380217,48,448.997196
147.380217,48,449.065414
147.380217,48,449.133634
146.630803,48,449.204777
146.630412,48,449.272635
147.380217,48,449.345821
147.380217,48,449.435232
146.630803,48,449.523695
147.380217,48,451.755897
147.380217,48,451.828343
146.630803,48,451.908168
146.533509,49,451.988834
146.630412,48,452.059881
146.630412,48,452.136374
147.380217,48,452.22512
146.630803,48,452.298844
147.380022,49,452.387232
147.380217,48,452.466481
145.880608,48,452.539643
147.380217,48,452.605731
147.380217,48,452.675478
147.380022,49,452.750395
147.380217,48,452.836106
147.380217,48,452.915304
147.380217,48,452.995501
147.380217,48,453.066715
147.380217,48,453.136826
147.380217,48,453.221534
147.380217,48,453.3217
147.380217,48,453.398541
147.380217,48,453.473396
147.380217,48,453.547736
146.630803,48,453.619934
145.880803,48,453.689369
146.630412,48,453.770529
147.380217,48,453.845652
147.380217,48,453.916193
146.630412,48,453.991217
147.380217,48,454.071208
147.380217,48,454.143412
147.380217,48,454.223443
146.630412,48,454.302032
147.380217,48,454.385361
146.630412,48,454.459063
145.880608,48,454.530612
146.630803,48,454.611528
145.880608,48,454.69141
147.380217,48,454.764062
147.380217,48,454.846758
146.630803,48,454.96483
146.630803,48,455.032288
146.630803,48,457.303429
147.380022,49,457.366573
146.630608,48,457.438796
147.380217,48,457.514619
147.380217,48,457.588321
146.630608,48,457.669635
145.880998,48,457.752555
147.380217,48,457.866637
147.380217,48,457.950624
147.380217,48,458.054497
145.880803,48,458.137816
146.630608,48,458.215563
147.380217,48,458.286443
147.380217,48,458.361593
146.630803,48,458.434604
147.380217,48,458.508676
147.380217,48,458.584563
147.380217,48,458.666725
146.630412,48,458.78152
147.380217,48,458.856017
147.380217,48,458.942168
147.380217,48,459.018487
147.380217,48,459.09533
146.630803,48,459.186624
147.380217,48,459.267541
146.630608,48,459.366661
146.630608,48,459.445658
147.380217,48,459.514269
146.630412,48,459.591264
147.380217,48,459.664571
147.380217,48,459.751944
147.380217,48,459.827571
146.630803,48,459.900765
147.380217,48,459.978532
147.380217,48,460.069915
147.380217,48,460.161682
147.380217,48,460.237188
146.630803,48,460.306489
146.630412,48,460.376612
146.630412,48,460.451836
146.630608,48,460.529598
147.380217,48,460.596921
147.380217,48,462.805131
145.130803,48,462.884901
147.380217,48,462.952074
147.380022,49,463.030511
147.380217,48,463.108403
147.380217,48,463.181596
147.380217,48,463.25372
147.380217,48,463.322535
147.380217,48,463.39783
145.880803,48,463.474322
147.380217,48,463.574598
147.380217,48,463.655514
147.380217,48,463.725751
147.380217,48,463.804424
145.880803,48,463.875748
146.630412,48,463.956626
146.630608,48,464.045658
147.380217,48,464.128536
146.630608,48,464.198242
147.380217,48,464.265604
145.880608,48,464.331786
145.880803,48,464.410976
145.880803,48,464.510602
147.380217,48,464.594059
147.380217,48,464.670375
145.880803,48,464.75235
147.380217,48,464.826492
147.380217,48,464.896009
147.380217,48,464.967294
147.380217,48,465.037059
146.630412,48,465.132265
145.880608,48,465.230699
147.380217,48,465.302517
146.630803,48,465.394627
147.380217,48,465.46186
147.380217,48,465.545039
145.880608,48,465.616725
146.630803,48,465.687832
146.630412,48,465.77359
146.630803,48,465.852198
145.880998,48,465.938727
147.380217,48,466.008912
147.380217,48,466.086855
147.380217,48,468.34129
146.630608,48,468.409441
147.380217,48,468.479853
147.380217,48,468.552011
147.380217,48,468.633431
147.380217,48,468.708557
147.380217,48,468.839477
147.380217,48,468.917749
146.630803,48,468.98584
146.630803,48,469.051045
146.630412,48,469.116823
147.380217,48,469.189425
147.380217,48,469.261693
146.630412,48,469.338654
146.630412,48,469.409826
146.630412,48,469.493652
145.880608,48,469.565248
147.380217,48,469.636927
146.630412,48,469.711106
146.630412,48,469.791429
146.630803,48,469.893413
147.380217,48,469.967061
146.630608,48,470.039451
147.380217,48,470.140823
146.630412,48,470.218908
147.380217,48,470.307768
145.880803,48,470.38745
146.630412,48,470.459605
146.630412,48,470.533629
146.630412,48,470.613472
146.630608,48,470.683653
147.380217,48,470.752701
147.380217,48,470.831143
147.380217,48,470.912682
146.630412,49,470.997321
146.630412,48,471.083619
146.630412,48,471.155775
147.380217,48,471.233705
146.630412,48,471.305409
146.630412,48,471.386984
147.380217,48,471.459275
145.880217,49,471.531089
147.380217,48,471.604933
146.630608,48,473.910442
146.630412,48,473.975096
145.880803,48,474.041445
146.630412,48,474.127066
147.380217,48,474.197902
146.630412,48,474.281001
145.880608,48,474.351646
147.380217,48,474.425291
146.630608,48,474.499748
147.380217,48,474.569708
147.380217,48,474.654137
147.380217,48,474.721763
146.630412,48,474.799031
146.630608,48,474.875339
147.380217,48,474.943642
147.380217,48,475.014008
147.380217,48,475.094916
147.380217,48,475.178919
147.380217,48,475.258318
146.630608,48,475.357237
147.380217,48,475.435398
147.380217,48,475.518457
147.380217,48,475.601164
147.380217,48,476.919935
147.380022,49,476.989625
147.380217,48,477.055566
147.380217,48,477.124573
146.630412,48,477.191676
146.630412,48,477.260841
146.630608,48,477.330263
147.380217,48,477.398864
147.380217,48,477.468785
147.380217,48,477.535208
147.380217,48,477.604825
147.380217,48,477.670941
147.380217,48,477.740619
146.630608,48,477.80924
147.380217,48,477.875756
147.380217,48,477.940966
146.630803,48,478.003623
147.380217,48,478.071248
146.630412,48,478.141573
146.630412,48,480.403766
147.380217,48,480.506058
147.380217,48,480.586586
147.380217,48,480.657261
147.380217,48,480.745682
147.380217,48,480.815276
147.380217,48,480.891629
146.630412,48,480.969295
147.380217,48,481.043563
146.630803,48,481.127948
147.380217,48,481.213571
147.380217,48,481.303268
146.630412,48,481.377203
146.630412,48,481.444165
147.380217,48,481.535196
146.630608,48,481.604832
146.630412,48,481.671462
147.380217,48,481.762208
147.380217,48,481.838182
147.380217,48,481.910604
147.380217,48,481.999165
146.630412,48,482.063628
147.380217,48,482.140249
147.380217,48,482.218288
147.380217,48,482.299587
146.630412,48,482.366196
146.630412,48,482.446415
147.380217,48,482.525263
147.380217,48,482.591326
147.380217,48,482.660458
147.380217,48,482.747195
146.630412,48,482.823343
147.380217,48,482.8967
147.380217,48,482.969882
147.380217,48,483.035401
147.380217,48,483.10049
147.380217,48,483.170635
147.380217,48,483.237765
147.380217,48,483.304396
146.630412,48,483.371786
147.380217,48,483.439946
147.380217,48,483.523785
147.380217,48,483.587893
147.380217,48,486.177806
147.380217,48,486.262439
147.380217,48,486.346605
147.380217,48,486.426728
147.380217,48,486.503362
147.380022,49,486.574198
147.380217,48,486.662527
147.380217,48,486.738954
146.630608,48,486.830251
147.379827,50,486.905019
147.380217,48,486.980061
147.380022,49,487.045191
147.380217,48,487.110383
147.380217,48,487.186453
145.880022,54,487.260787
146.630412,48,487.324111
147.380217,48,487.408197
147.379827,50,487.496017
147.380217,48,487.569691
147.380217,48,487.650894
147.380217,48,487.750223
147.380217,48,487.830882
147.380217,48,487.93634
147.380022,49,488.008786
147.380217,48,488.087237
147.380217,48,488.166717
146.630022,50,488.25216
145.880022,52,488.365765
147.380217,48,488.438155
147.380022,49,488.505311
147.380217,48,488.578377
147.380022,49,488.647056
147.380217,48,488.737203
147.380217,48,488.830836
146.630412,48,488.90449
147.380217,48,488.975621
146.630412,48,489.09703
145.880608,48,489.167863
147.380217,48,489.242582
146.630412,48,489.315728
147.380217,48,489.392431
147.380217,48,489.46786
147.380217,48,491.734353
147.380217,48,491.802456
147.380217,48,491.872069
147.380217,48,491.946303
147.380217,48,492.016989
147.380217,48,492.096731
147.380217,48,492.169338
147.380217,48,492.246005
147.380217,48,492.328089
147.380217,48,492.407555
147.380217,48,492.483463
145.880608,48,492.552351
146.630412,49,492.624873
146.630412,48,492.697631
146.630412,48,492.769357
147.380217,48,492.84149
147.380217,48,492.925147
147.380217,48,492.995113
147.380217,48,493.065261
147.380217,48,493.136419
145.880998,48,493.211576
147.380217,48,493.297754
147.380217,48,493.36789
147.380217,48,493.442293
147.380217,48,493.519434
147.380217,48,493.590305
147.380022,49,493.680663
147.380217,48,493.747824
147.380217,48,493.829012
147.380217,48,493.902322
147.380412,48,493.980884
147.380217,48,494.04936
147.380217,48,494.123643
147.380217,48,494.195843
147.380217,48,494.270983
147.380217,48,494.342662
146.630803,48,494.408287
147.380217,48,494.478169
147.380217,48,494.545547
146.630803,48,494.618027
147.380217,48,494.689126
147.380217,48,494.76346
146.630608,48,494.859617
147.380217,48,497.011377
147.380217,48,497.046468
147.380217,48,497.147469
147.380217,48,497.222071
146.630608,48,497.296291
147.380217,48,497.366153
146.630412,48,497.449652
147.380217,48,497.527546
146.630412,48,497.594454
147.380217,48,497.667379
147.380217,48,497.752113
147.380217,48,497.823467
147.380022,49,497.900272
147.380217,48,497.980674
147.380217,48,498.086346
147.380022,49,498.182418
147.380217,48,498.268759
146.630608,48,498.356952
147.380217,48,498.437565
146.630803,48,498.55216
147.380217,48,498.625624
147.380217,48,498.70731
147.380217,48,498.773652
147.380022,49,498.837305
147.380217,48,498.916047
147.380217,48,498.991422
146.630803,48,499.06602
147.380217,48,499.142415
147.380217,48,499.215143
146.630412,48,499.300955
147.380022,49,499.376714
147.380217,48,499.448408
147.380217,48,499.517984
147.380022,49,499.59259
147.380217,48,499.667407
147.380217,48,499.735666
147.380217,48,499.80178
147.380217,48,499.887921
147.380217,48,499.96919
147.380217,48,500.036971
146.630412,48,500.100153
146.630412,48,500.184318
147.380217,48,502.444399
147.380217,48,502.517035
147.380022,49,502.587432
147.380217,48,502.661614
146.630803,48,502.73851
147.380217,48,502.816125
147.380217,48,502.891694
147.380217,48,502.955042
147.380217,48,503.026637
146.630608,48,503.100648
147.380217,48,503.183525
146.630412,49,503.297769
147.380217,48,503.393564
147.380217,48,503.471484
147.380217,48,503.54702
147.380217,48,503.615129
147.380217,48,503.697783
146.630412,48,503.768095
145.880217,49,503.842574
147.380217,48,503.915816
146.630412,48,504.014786
147.380217,48,504.087608
147.380217,48,504.155773
147.380217,48,504.228689
147.380217,48,504.303479
147.380217,48,504.380858
147.380217,48,504.450202
147.380022,49,504.518831
147.380217,48,504.603794
147.380217,48,504.672134
147.380217,48,504.75209
145.880998,48,504.839694
147.380217,48,504.908334
147.380217,48,504.98069
147.380217,48,505.071514
147.380217,48,505.152112
147.379827,50,505.230957
146.630803,48,505.317388
146.630412,48,505.403291
147.380217,48,505.483417
147.379827,50,505.555264
147.380217,48,505.626946
147.380022,49,505.698949
147.380217,48,508.395023
147.380217,48,508.473673
145.130998,48,508.558362
147.380217,48,508.631057
146.630217,49,508.721162
146.630608,48,508.78851
147.380217,48,508.866411
147.380022,49,508.941538
146.630412,48,509.0201
147.380217,48,509.097211
145.880803,48,509.174166
147.380022,49,509.264589
146.630412,48,509.34513
147.380022,49,509.432245
146.630412,48,509.500351
146.630412,48,509.572188
145.880998,48,509.645592
147.380217,48,509.716742
147.380217,48,509.781272
146.630412,48,509.861543
147.380217,48,509.953666
146.630412,48,510.019658
146.630412,48,510.091254
147.380022,49,510.16146
147.380217,48,510.241374
147.380217,48,510.311908
147.380217,48,510.38432
147.380217,48,510.466394
147.380217,48,510.534573
147.380217,48,510.60615
147.380217,48,510.672104
146.630217,49,510.74327
146.630217,49,510.812099
147.380217,48,510.893474
146.630412,48,510.965249
146.630412,48,511.041065
147.380217,48,511.117245
146.630412,48,511.194839
147.380217,48,511.259803
146.630412,48,511.332703
147.380217,48,511.400756
147.380217,48,511.477233
146.630412,48,513.913375
147.380217,48,513.984191
147.380217,48,514.057997
146.630412,48,514.127272
147.380217,48,514.202067
146.630412,48,514.27011
147.380022,49,514.33827
146.630412,48,514.408909
146.630803,48,514.479389
145.880608,48,514.558958
146.630412,48,514.632153
145.880998,48,514.702061
146.630803,48,514.774436
147.380217,48,514.850585
147.380217,48,514.921916
147.380217,48,514.994194
146.630412,48,515.059277
146.630412,48,515.131729
145.880998,48,515.208487
146.630412,48,515.279476
147.380217,48,515.349334
146.630608,48,515.420538
146.630608,48,515.486514
146.630412,48,515.559987
146.630217,49,515.641776
145.880803,48,515.722639
146.630412,48,515.799423
147.380217,48,515.876103
146.630412,48,515.946366
145.880803,48,516.029507
146.630803,48,516.104471
146.630803,48,516.183497
145.880608,48,516.256258
146.630412,48,516.341728
146.630412,48,516.408788
146.630412,48,516.477865
146.630608,49,516.561409
147.380217,48,517.93672
146.630412,48,518.006319
147.380217,48,518.07383
145.880608,48,518.14113
146.630803,48,518.20648
146.630803,48,518.274101
146.630412,48,519.757986
147.380217,48,519.823438
146.630412,48,519.89417
146.630608,48,519.963306
146.630608,48,520.031192
146.630412,48,520.117389
147.380217,48,520.1993
146.630412,48,520.277762
147.380217,48,520.369511
147.380217,48,520.437277
145.880998,48,520.507853
147.380217,48,520.587813
147.380022,49,520.657884
147.380217,48,520.750727
147.380217,48,520.818771
147.380217,48,520.903435
145.881388,48,520.96975
146.630412,48,521.03891
146.630412,48,521.125781
146.630412,48,521.203944
147.380217,48,521.278869
146.630608,48,521.357477
147.380217,48,521.426406
146.630608,48,521.501418
147.380217,48,521.591928
146.533816,48,521.672733
146.630608,48,521.737931
146.630608,48,521.815359
147.380217,48,521.886912
145.880803,48,521.956767
146.630608,48,522.022497
146.630412,48,522.090344
146.630412,48,522.155148
146.630803,48,522.23342
147.380217,48,522.323359
146.630608,48,522.395903
146.630412,48,522.466816
147.380217,48,522.543263
146.630412,48,522.618155
147.380217,48,522.703531
147.380217,48,522.794149
147.380217,48,522.878386
146.630412,48,522.943317
147.380217,48,525.32759
146.630608,49,525.404893
146.630608,48,525.475412
147.379436,52,525.556185
145.880608,49,525.636446
146.630217,49,525.71769
146.630608,48,525.793519
145.880217,49,525.876609
147.379827,50,525.944542
146.630412,48,526.015799
147.380217,48,526.080659
146.630608,48,526.155476
147.380217,48,526.227257
147.380217,48,526.314291
147.380217,48,526.387524
147.380217,48,526.46224
146.630412,48,526.533414
147.380217,48,526.621915
147.380022,49,526.69456
146.630412,49,526.771677
147.380217,48,526.845564
146.630412,48,526.91532
146.630803,48,527.011769
147.380217,48,527.08376
147.380022,49,527.15233
147.380217,48,527.231181
147.380217,48,527.294339
147.380022,49,527.361116
146.630803,48,527.448285
147.380217,48,527.533304
146.630412,48,527.604679
147.380217,48,527.675453
147.380217,48,527.747205
147.380217,48,527.81858
146.630412,48,527.889661
147.380217,48,527.964105
147.380217,48,528.04072
147.380217,48,528.106699
147.380217,48,528.177443
147.380217,48,528.273884
146.630608,48,528.345092
146.630608,49,528.447741
147.379827,50,531.245157
146.630608,48,531.309278
147.380217,48,531.380567
146.630412,48,531.454979
146.630412,48,531.542188
147.380217,48,531.610436
146.630217,50,531.683239
147.380217,48,531.759272
146.630803,48,531.844675
147.380022,49,531.932571
147.380217,48,532.031785
146.630608,48,532.098802
146.630608,48,532.170157
147.380217,48,532.241756
147.379827,50,532.313744
147.380217,48,532.401638
147.380217,48,532.473493
146.630022,50,532.544142
147.380217,48,532.62855
146.630608,48,532.714453
147.380217,48,532.786356
147.380022,49,532.861681
147.380217,48,532.935627
146.630412,49,533.012254
147.380217,48,533.103277
145.880608,49,533.175614
146.630217,49,533.249236
147.380217,48,533.322664
145.880998,48,533.402569
146.630412,48,533.468265
147.380217,48,533.543685
147.380217,48,533.616336
145.130803,48,533.696066
147.380022,49,533.788745
146.630412,48,533.858825
146.630803,48,533.932701
146.630412,48,534.009326
147.380217,48,534.078097
147.380217,48,534.146883
147.380217,48,534.219663
146.630608,48,534.296608
145.880608,48,534.382679
146.630608,48,536.63176
147.380217,48,536.700035
146.630412,48,536.770347
147.380217,48,536.844702
147.380022,49,536.914696
146.630412,48,536.981287
146.630412,48,537.055782
146.630803,48,537.123558
147.379632,51,537.197006
145.880217,50,537.282028
147.380217,48,537.348574
